rank,borough_rank,school_name,borough,school_urn,age_range,eligible_pupils,total_pupils,fsm_percent,religious_denomination,is_faith_school,non_faith_rank,fte_all_teachers,pupils_per_teacher,anomalous_low_ptr,composite_score,expected_rwm,higher_rwm,reading_score,maths_score,gps_score,mean_scaled_score,postcode,latitude,longitude,lsoa_code,lsoa_name,terrace_sales_count_2y_0_5mi,terrace_avg_price_2y_0_5mi,terrace_median_price_2y_0_5mi,family_area_rating,area_safety_percentile,imd_lower_deprivation_percentile,imd_rank,imd_decile,imd_score,imd_lsoa_name,imd_local_authority,recent_family_crime_weighted_count_1mi,recent_crime_total_count_1mi,recent_crime_month,catchment_radius_m,catchment_source_year,catchment_source_name,catchment_source_url,catchment_note,full_address
1172,41,Granard Primary School,Wandsworth,101028,3 to 11,54,349.0,59.0,Does not apply,False,801,23.98,14.553794829024186,True,32.55461165048544,70.0,6.0,105.0,106.0,106.0,105.66666666666667,SW15 6XA,,,,,,,,,,,,,,,,,,,,,,,,"Cortis Road, Putney, London, SW15 6XA"
1173,28,Thomas's Academy,Hammersmith and Fulham,142256,3 to 11,19,165.0,53.0,Does not apply,False,802,12.75,12.941176470588236,True,32.54854368932038,68.0,11.0,105.0,106.0,104.0,105.0,SW6 4LY,,,,,,,,,,,,,,,,,,,,,,,,"New King's Road, Fulham, London, SW6 4LY"
1174,55,Carpenters Primary School,Newham,102712,3 to 11,53,338.0,60.0,Does not apply,False,803,19.8,17.07070707070707,False,32.49393203883495,62.0,13.0,105.0,104.0,107.0,105.33333333333333,E15 2JQ,,,,,,,,,,,,,,,,,,,,,,,,"Friendship Way, Stratford, London, E15 2JQ"
1175,29,Roxeth Primary School,Harrow,102185,4 to 11,54,405.0,33.0,Does not apply,False,804,16.76,24.16467780429594,False,32.2997572815534,63.0,9.0,106.0,106.0,105.0,105.66666666666667,HA2 0JA,,,,,,,,,,,,,,,,,,,,,,,,"Brickfields, Byron Hill Road, Harrow, HA2 0JA"
1176,42,Shaftesbury Park Primary School,Wandsworth,101020,2 to 11,38,353.0,50.0,Does not apply,False,805,21.2,16.650943396226417,False,32.18446601941747,66.0,18.0,105.0,104.0,104.0,104.33333333333333,SW11 5UW,,,,,,,,,,,,,,,,,,,,,,,,"Ashbury Road, Battersea, London, SW11 5UW"
1177,42,Chadwell Primary School,Redbridge,102836,3 to 11,86,674.0,28.0,Does not apply,False,806,28.8,23.40277777777778,False,32.129854368932044,60.0,16.0,105.0,105.0,105.0,105.0,RM6 4EU,,,,,,,,,,,,,,,,,,,,,,,,"High Road, Chadwell Heath, Romford, RM6 4EU"
1178,52,Wyborne Primary School,Greenwich,100146,3 to 11,60,431.0,28.0,Does not apply,False,807,14.03,30.719885958660015,False,32.0631067961165,73.0,2.0,106.0,106.0,105.0,105.66666666666667,SE9 2EH,,,,,,,,,,,,,,,,,,,,,,,,"Footscray Road, New Eltham, London, SE9 2EH"
1179,49,St Joseph's Catholic Primary School,Bromley,141566,4 to 11,26,189.0,4.0,Roman Catholic,True,,8.2,23.04878048780488,False,31.893203883495147,62.0,19.0,105.0,105.0,103.0,104.33333333333333,BR1 3JQ,,,,,,,,,,,,,,,,,,,,,,,,"Plaistow Lane, Bromley, BR1 3JQ"
1180,29,Engayne Primary School,Havering,132766,5 to 11,90,587.0,14.0,Does not apply,False,808,25.8,22.751937984496124,False,31.893203883495147,67.0,4.0,107.0,105.0,106.0,106.0,RM14 1SW,,,,,,,,,,,,,,,,,,,,,,,,"Severn Drive, Cranham, Upminster, RM14 1SW"
1181,36,Haberdashers' Slade Green Primary,Bexley,147356,3 to 11,30,272.0,43.0,None,False,809,16.8,16.19047619047619,False,31.875000000000004,63.0,13.0,106.0,105.0,104.0,105.0,DA8 2EL,,,,,,,,,,,,,,,,,,,,,,,,"Chrome Road, Slade Green, Erith, DA8 2EL"
1182,43,Princess May Primary School,Hackney,100239,3 to 11,30,210.0,67.0,Does not apply,False,810,12.0,17.5,False,31.85072815533981,70.0,10.0,105.0,105.0,105.0,105.0,N16 8DF,,,,,,,,,,,,,,,,,,,,,,,,"Princess May Road, London, N16 8DF"
1183,56,Upton Cross Primary School,Newham,142267,3 to 11,77,565.0,48.0,Does not apply,False,811,36.2,15.607734806629834,False,31.820388349514563,65.0,9.0,103.0,106.0,107.0,105.33333333333333,E13 0RJ,,,,,,,,,,,,,,,,,,,,,,,,"Churston Avenue & Kirton Road, Plaistow, London, E13 0RJ"
1184,42,Chingford CofE Primary School,Waltham Forest,103084,4 to 11,59,418.0,20.0,Church of England,True,,19.7,21.21827411167513,False,31.79004854368932,58.0,15.0,106.0,105.0,104.0,105.0,E4 7EY,,,,,,,,,,,,,,,,,,,,,,,,"King's Road, London, E4 7EY"
1185,50,Elmstead Wood Primary School,Bromley,140533,3 to 11,38,294.0,45.0,Does not apply,False,812,16.0,18.375,False,31.711165048543688,68.0,3.0,107.0,105.0,106.0,106.0,SE9 4AT,,,,,,,,,,,,,,,,,,,,,,,,"Castlecombe Road, Mottingham, London, SE9 4AT"
1186,29,Flora Gardens Primary School,Hammersmith and Fulham,100328,3 to 11,26,186.0,62.0,Does not apply,False,813,11.5,16.17391304347826,False,31.601941747572816,58.0,19.0,105.0,103.0,106.0,104.66666666666667,W6 7PZ,,,,,,,,,,,,,,,,,,,,,,,,"34 Lena Gardens, London, W6 7PZ"
1187,30,Hylands Primary School,Havering,102276,3 to 11,85,656.0,28.0,Does not apply,False,814,25.0,26.24,False,31.589805825242717,62.0,7.0,106.0,104.0,108.0,106.0,RM1 2RU,,,,,,,,,,,,,,,,,,,,,,,,"Granger Way, Romford, RM1 2RU"
1188,51,Midfield Primary School,Bromley,141613,3 to 11,61,474.0,26.0,Does not apply,False,815,26.3,18.022813688212928,False,31.49878640776699,61.0,18.0,105.0,104.0,105.0,104.66666666666667,BR5 3EG,,,,,,,,,,,,,,,,,,,,,,,,"Grovelands Road, St Paul's Cray, Orpington, BR5 3EG"
1189,42,Bellenden Primary School,Southwark,100775,3 to 11,27,205.0,67.0,Does not apply,False,816,10.52,19.486692015209126,False,31.44417475728155,70.0,7.0,106.0,105.0,105.0,105.33333333333333,SE15 4JP,,,,,,,,,,,,,,,,,,,,,,,,"Dewar Street, London, SE15 4JP"
1190,39,Torridon Primary School,Lewisham,100708,3 to 11,80,632.0,38.0,Does not apply,False,817,33.25,19.007518796992482,False,31.38349514563107,66.0,4.0,107.0,104.0,107.0,106.0,SE6 1TG,,,,,,,,,,,,,,,,,,,,,,,,"Hazelbank Road, London, SE6 1TG"
1191,30,Camrose Primary With Nursery,Harrow,102188,3 to 11,49,423.0,22.0,Does not apply,False,818,17.22,24.56445993031359,False,31.347087378640776,61.0,4.0,104.0,106.0,109.0,106.33333333333333,HA8 6JH,,,,,,,,,,,,,,,,,,,,,,,,"St David's Drive, Edgware, HA8 6JH"
1192,43,South Park Primary School,Redbridge,131930,3 to 11,85,635.0,29.0,Does not apply,False,819,28.8,22.04861111111111,False,31.20752427184466,68.0,6.0,106.0,105.0,106.0,105.66666666666667,IG3 9HF,,,,,,,,,,,,,,,,,,,,,,,,"Water Lane, Seven Kings, Ilford, IG3 9HF"
1193,68,Danegrove Primary School,Barnet,101314,5 to 11,87,616.0,40.0,Does not apply,False,820,27.7,22.23826714801444,False,31.183252427184467,55.0,9.0,106.0,105.0,107.0,106.0,EN4 8UD,,,,,,,,,,,,,,,,,,,,,,,,"Windsor Drive, East Barnet, Barnet, EN4 8UD"
1194,36,Paxton Primary School,Lambeth,100577,3 to 11,55,420.0,33.0,Does not apply,False,821,19.79,21.222839818089945,False,31.152912621359224,64.0,11.0,107.0,103.0,105.0,105.0,SE19 1PA,,,,,,,,,,,,,,,,,,,,,,,,"Woodland Road, London, SE19 1PA"
1195,37,St John's Angell Town Church of England Primary School,Lambeth,100615,3 to 11,25,189.0,48.0,Church of England,True,,8.0,23.625,False,31.098300970873787,72.0,8.0,105.0,104.0,106.0,105.0,SW9 7HH,,,,,,,,,,,,,,,,,,,,,,,,"85 Angell Road, Brixton, London, SW9 7HH"
1196,35,Berkeley Academy,Hounslow,144097,3 to 11,55,466.0,40.0,Does not apply,False,822,18.2,25.604395604395606,False,30.983009708737864,56.0,16.0,104.0,104.0,107.0,105.0,TW5 9HQ,,,,,,,,,,,,,,,,,,,,,,,,"Cranford Lane, Heston, Hounslow, TW5 9HQ"
1197,52,Wickham Common Primary School,Bromley,142301,4 to 11,60,422.0,7.0,Does not apply,False,823,17.3,24.393063583815028,False,30.95266990291262,63.0,12.0,105.0,106.0,104.0,105.0,BR4 9DG,,,,,,,,,,,,,,,,,,,,,,,,"Gates Green Road, Coney Hall, West Wickham, BR4 9DG"
1198,22,St Paul's CofE Primary School,Kingston upon Thames,102590,5 to 11,26,202.0,8.0,Church of England,True,,9.4,21.48936170212766,False,30.898058252427184,69.0,12.0,105.0,104.0,105.0,104.66666666666667,KT9 1AJ,,,,,,,,,,,,,,,,,,,,,,,,"Orchard Road, Chessington, KT9 1AJ"
1199,69,St Theresa's Catholic Primary School,Barnet,101335,3 to 11,26,158.0,23.0,Roman Catholic,True,,6.93,22.7994227994228,False,30.885922330097088,69.0,4.0,106.0,106.0,105.0,105.66666666666667,N3 2TD,,,,,,,,,,,,,,,,,,,,,,,,"East End Road, Finchley, London, N3 2TD"
1200,23,St Thomas' CofE Primary School,Kensington and Chelsea,100492,3 to 11,25,197.0,64.0,Church of England,True,,11.5,17.130434782608695,False,30.87985436893204,60.0,0.0,106.0,106.0,108.0,106.66666666666667,W10 5EF,,,,,,,,,,,,,,,,,,,,,,,,"Appleford Road, North Kensington, London, W10 5EF"
1201,25,William Ford CofE Junior School,Barking and Dagenham,101234,7 to 11,84,321.0,40.0,Church of England,True,,17.32,18.53348729792148,False,30.867718446601945,67.0,10.0,106.0,105.0,104.0,105.0,RM10 9JS,,,,,,,,,,,,,,,,,,,,,,,,"Ford Road, Dagenham, RM10 9JS"
1202,43,Mosaic Jewish Primary School,Wandsworth,139687,4 to 11,19,180.0,37.0,Jewish,True,,10.0,18.0,False,30.849514563106794,63.0,5.0,107.0,105.0,106.0,106.0,SW15 4EU,,,,,,,,,,,,,,,,,,,,,,,,"170 Roehampton Lane, Roehampton, London, SW15 4EU"
1203,38,Firs Farm Primary School,Enfield,101989,4 to 11,90,555.0,19.0,Does not apply,False,824,24.31,22.830111065405184,False,30.807038834951456,64.0,7.0,106.0,106.0,105.0,105.66666666666667,N13 5QP,,,,,,,,,,,,,,,,,,,,,,,,"Rayleigh Road, Palmers Green, London, N13 5QP"
1204,36,Ivybridge Primary School,Hounslow,102512,3 to 11,16,155.0,50.0,Does not apply,False,825,9.76,15.881147540983607,False,30.794902912621357,69.0,0.0,105.0,107.0,106.0,106.0,TW7 7QB,,,,,,,,,,,,,,,,,,,,,,,,"Summerwood Road, Mogden Lane, Isleworth, TW7 7QB"
1205,30,St Thomas of Canterbury Catholic Primary School,Hammersmith and Fulham,100357,4 to 11,15,75.0,27.0,Catholic,True,,3.0,25.0,False,30.703883495145632,73.0,0.0,105.0,106.0,106.0,105.66666666666667,SW6 7HB,,,,,,,,,,,,,,,,,,,,,,,,"Estcourt Road, Fulham, London, SW6 7HB"
1206,50,Harris Primary Academy Benson,Croydon,139905,3 to 11,34,238.0,32.0,Does not apply,False,826,8.0,29.75,False,30.691747572815537,74.0,9.0,105.0,105.0,103.0,104.33333333333333,CR0 8RQ,,,,,,,,,,,,,,,,,,,,,,,,"West Way, Shirley, Croydon, CR0 8RQ"
1207,26,St Joseph's Catholic Primary School,Barking and Dagenham,147329,3 to 11,45,299.0,20.0,Roman Catholic,True,,16.8,17.797619047619047,False,30.57645631067961,67.0,12.0,106.0,103.0,105.0,104.66666666666667,RM9 5UL,,,,,,,,,,,,,,,,,,,,,,,,"Connor Road, Dagenham, RM9 5UL"
1208,37,Jubilee Primary School,Bexley,145071,3 to 11,21,159.0,48.0,Does not apply,False,827,8.4,18.928571428571427,False,30.485436893203882,57.0,10.0,106.0,105.0,106.0,105.66666666666667,SE28 8JB,,,,,,,,,,,,,,,,,,,,,,,,"Crowden Way, Thamesmead, London, SE28 8JB"
1209,43,Gwyn Jones Primary School,Waltham Forest,103074,3 to 11,60,429.0,32.0,Does not apply,False,828,18.6,23.064516129032256,False,30.46723300970874,55.0,10.0,107.0,104.0,106.0,105.66666666666667,E11 1EU,,,,,,,,,,,,,,,,,,,,,,,,"Hainault Road, London, E11 1EU"
1210,51,Norbury Manor Primary School,Croydon,101785,3 to 11,55,417.0,36.0,Does not apply,False,829,20.0,20.85,False,30.46723300970874,55.0,9.0,102.0,108.0,106.0,105.33333333333333,SW16 5QR,,,,,,,,,,,,,,,,,,,,,,,,"Abingdon Road, Norbury, London, SW16 5QR"
1211,39,Brimsdown Primary School,Enfield,143202,3 to 11,72,494.0,63.0,Does not apply,False,830,26.2,18.85496183206107,False,30.436893203883496,74.0,6.0,105.0,105.0,105.0,105.0,EN3 7NA,,,,,,,,,,,,,,,,,,,,,,,,"Green Street, Enfield, EN3 7NA"
1212,40,St Michael's Church of England Primary School,Lewisham,151010,3 to 11,29,208.0,48.0,Church of England,True,,10.0,20.8,False,30.41868932038835,62.0,10.0,105.0,103.0,108.0,105.33333333333333,SE26 4HH,,,,,,,,,,,,,,,,,,,,,,,,"Champion Road, Sydenham, London, SE26 4HH"
1213,38,Sherwood Park Primary School,Bexley,140532,3 to 11,59,300.0,39.0,Does not apply,False,831,13.53,22.172949002217297,False,30.40655339805825,64.0,20.0,104.0,104.0,104.0,104.0,DA15 9JQ,,,,,,,,,,,,,,,,,,,,,,,,"Sherwood Park Avenue, Sidcup, DA15 9JQ"
1214,36,All Saints' CofE Primary School,Merton,102663,3 to 11,42,332.0,29.0,Church of England,True,,18.8,17.659574468085104,False,30.33373786407767,69.0,7.0,105.0,105.0,106.0,105.33333333333333,SW19 1EB,,,,,,,,,,,,,,,,,,,,,,,,"3 - 19 Hanover Road, London, SW19 1EB"
1215,38,The Willow Primary School,Haringey,102131,3 to 11,55,486.0,60.0,Does not apply,False,832,19.18,25.338894681960376,False,30.248786407766993,62.0,13.0,105.0,104.0,106.0,105.0,N17 6HW,,,,,,,,,,,,,,,,,,,,,,,,"Adams Road, Tottenham, London, N17 6HW"
1216,39,Northumberland Heath Primary School,Bexley,137380,3 to 11,62,473.0,52.0,Does not apply,False,833,22.79,20.754716981132077,False,30.139563106796118,66.0,11.0,106.0,105.0,103.0,104.66666666666667,DA8 1JE,,,,,,,,,,,,,,,,,,,,,,,,"Wheelock Close, Northumberland Heath, Erith, DA8 1JE"
1217,44,Dormers Wells Primary School,Ealing,145406,3 to 11,83,471.0,49.0,None,False,834,21.0,22.428571428571427,False,30.103155339805827,64.0,7.0,105.0,104.0,108.0,105.66666666666667,UB1 3HX,,,,,,,,,,,,,,,,,,,,,,,,"Dormers Wells Lane, Southall, UB1 3HX"
1218,44,Edinburgh Primary School,Waltham Forest,103053,4 to 11,30,182.0,37.0,Does not apply,False,835,10.2,17.84313725490196,False,30.09708737864078,57.0,17.0,105.0,103.0,106.0,104.66666666666667,E17 8QR,,,,,,,,,,,,,,,,,,,,,,,,"Queen's Road, Walthamstow, London, E17 8QR"
1219,38,Kings Avenue School,Lambeth,133315,3 to 11,27,101.0,59.0,Does not apply,False,836,7.6,13.289473684210527,True,29.993932038834952,70.0,4.0,105.0,107.0,104.0,105.33333333333333,SW4 8BQ,,,,,,,,,,,,,,,,,,,,,,,,"Kings Avenue, London, SW4 8BQ"
1220,43,Harris Primary Academy Peckham Park,Southwark,137413,3 to 11,42,274.0,60.0,Does not apply,False,837,12.8,21.40625,False,29.92718446601942,76.0,7.0,105.0,105.0,103.0,104.33333333333333,SE15 5TD,,,,,,,,,,,,,,,,,,,,,,,,"Marmont Road, Peckham, London, SE15 5TD"
1221,44,Roding Primary School,Redbridge,102830,3 to 11,53,444.0,30.0,Does not apply,False,838,19.9,22.311557788944725,False,29.799757281553397,60.0,11.0,105.0,105.0,106.0,105.33333333333333,IG8 8NP,,,,,,,,,,,,,,,,,,,,,,,,"Roding Lane North, Woodford Bridge, Woodford Green, IG8 8NP"
1222,41,Cooper's Lane Primary School,Lewisham,100676,3 to 11,87,665.0,36.0,Does not apply,False,839,28.7,23.170731707317074,False,29.74514563106796,62.0,7.0,106.0,106.0,105.0,105.66666666666667,SE12 0LF,,,,,,,,,,,,,,,,,,,,,,,,"Pragnell Road, London, SE12 0LF"
1223,44,Grove Primary School,Southwark,149604,3 to 11,45,221.0,51.0,Does not apply,False,840,8.8,25.113636363636363,False,29.739077669902912,56.0,16.0,103.0,104.0,107.0,104.66666666666667,SE22 8AB,,,,,,,,,,,,,,,,,,,,,,,,"Grove Hill Road, East Dulwich, London, SE22 8AB"
1224,49,Halley Primary School,Tower Hamlets,100938,3 to 11,28,204.0,43.0,Does not apply,False,841,10.4,19.615384615384613,False,29.739077669902912,68.0,4.0,105.0,106.0,106.0,105.66666666666667,E14 7SS,,,,,,,,,,,,,,,,,,,,,,,,"Halley Street, London, E14 7SS"
1225,53,Harris Primary Academy Orpington,Bromley,143426,4 to 11,49,276.0,35.0,None,False,842,15.4,17.92207792207792,False,29.690533980582522,63.0,12.0,106.0,105.0,103.0,104.66666666666667,BR5 4LZ,,,,,,,,,,,,,,,,,,,,,,,,"Dyke Drive, Orpington, BR5 4LZ"
1226,27,Manor Primary School,Barking and Dagenham,101193,3 to 11,92,1194.0,35.0,Does not apply,False,843,53.0,22.528301886792452,False,29.654126213592235,64.0,11.0,104.0,105.0,106.0,105.0,RM8 2FL,,,,,,,,,,,,,,,,,,,,,,,,"40 Scholars Way, Dagenham, RM8 2FL"
1227,32,Christ Church CofE Primary School,Brent,101533,3 to 11,22,163.0,50.0,Church of England,True,,8.6,18.953488372093023,False,29.654126213592235,68.0,0.0,106.0,105.0,107.0,106.0,NW6 7TE,,,,,,,,,,,,,,,,,,,,,,,,"Clarence Road, Kilburn, Christ Church CE Primary School, Brondesbury, NW6 7TE"
1228,70,Our Lady of Lourdes RC School,Barnet,101331,3 to 11,29,206.0,21.0,Roman Catholic,True,,9.85,20.913705583756347,False,29.64199029126214,66.0,7.0,107.0,104.0,105.0,105.33333333333333,N12 0JP,,,,,,,,,,,,,,,,,,,,,,,,"Bow Lane, Finchley, London, N12 0JP"
1229,45,"Havelock Primary School, Nursery & Arp",Ealing,101900,3 to 11,55,409.0,53.0,Does not apply,False,844,22.9,17.860262008733624,False,29.64199029126214,63.0,4.0,104.0,105.0,109.0,106.0,UB2 4PA,,,,,,,,,,,,,,,,,,,,,,,,"Havelock Road, Southall, UB2 4PA"
1230,52,Robert Fitzroy Academy,Croydon,138502,4 to 11,89,599.0,45.0,None,False,845,28.6,20.944055944055943,False,29.563106796116507,64.0,11.0,105.0,105.0,105.0,105.0,CR0 6JN,,,,,,,,,,,,,,,,,,,,,,,,"80 Brampton Road, Croydon, CR0 6JN"
1231,37,Oak Hill Academy,Hounslow,140718,7 to 11,113,466.0,25.0,Does not apply,False,846,22.8,20.43859649122807,False,29.557038834951456,57.0,14.0,105.0,104.0,106.0,105.0,TW13 4QP,,,,,,,,,,,,,,,,,,,,,,,,"Ashford Road, Feltham, TW13 4QP"
1232,46,Wolf Fields Primary School,Ealing,101909,3 to 11,27,203.0,56.0,Does not apply,False,847,11.51,17.636837532580365,False,29.290048543689316,67.0,11.0,105.0,105.0,104.0,104.66666666666667,UB2 4JS,,,,,,,,,,,,,,,,,,,,,,,,"Norwood Road, Norwood Green, Southall, UB2 4JS"
1233,38,Sparrow Farm Primary School,Hounslow,148150,2 to 11,48,477.0,35.0,Does not apply,False,848,19.6,24.33673469387755,False,29.235436893203882,63.0,4.0,105.0,105.0,108.0,106.0,TW14 0DG,,,,,,,,,,,,,,,,,,,,,,,,"Sparrow Farm Primary School, Sparrow Farm Drive, Feltham, TW14 0DG"
1234,39,Hitherfield Primary School,Lambeth,131824,3 to 11,84,619.0,31.0,Does not apply,False,849,29.1,21.27147766323024,False,29.229368932038835,57.0,15.0,106.0,104.0,104.0,104.66666666666667,SW16 2JQ,,,,,,,,,,,,,,,,,,,,,,,,"Leigham Vale, Streatham, London, SW16 2JQ"
1235,50,St Edmund's Catholic School,Tower Hamlets,100951,3 to 11,26,204.0,27.0,Roman Catholic,True,,9.8,20.816326530612244,False,29.168689320388353,69.0,8.0,106.0,105.0,103.0,104.66666666666667,E14 3RS,,,,,,,,,,,,,,,,,,,,,,,,"299 Westferry Road, Millwall, London, E14 3RS"
1236,39,Risley Avenue Primary School,Haringey,131879,2 to 11,59,477.0,49.0,Does not apply,False,850,24.0,19.875,False,29.120145631067963,63.0,15.0,104.0,105.0,104.0,104.33333333333333,N17 7AB,,,,,,,,,,,,,,,,,,,,,,,,"The Roundway, Tottenham, London, N17 7AB"
1237,45,Surrey Square Primary School,Southwark,146117,3 to 11,60,458.0,72.0,None,False,851,21.47,21.332091290172336,False,29.08980582524272,72.0,3.0,104.0,105.0,107.0,105.33333333333333,SE17 2JY,,,,,,,,,,,,,,,,,,,,,,,,"Surrey Square, Walworth, London, SE17 2JY"
1238,40,Lavender Primary School,Enfield,143199,2 to 11,51,473.0,31.0,Does not apply,False,852,20.32,23.27755905511811,False,29.016990291262136,65.0,14.0,105.0,104.0,104.0,104.33333333333333,EN2 0SX,,,,,,,,,,,,,,,,,,,,,,,,"Lavender Road, Enfield, EN2 0SX"
1239,44,Berger Primary School,Hackney,100218,2 to 11,49,425.0,63.0,Does not apply,False,853,27.2,15.625,False,28.986650485436893,69.0,10.0,105.0,104.0,105.0,104.66666666666667,E9 6HB,,,,,,,,,,,,,,,,,,,,,,,,"Anderson Road, Hackney, London, E9 6HB"
1240,46,Hollydale Primary School,Southwark,100794,4 to 11,29,147.0,59.0,Does not apply,False,854,10.0,14.7,True,28.9502427184466,59.0,7.0,107.0,105.0,105.0,105.66666666666667,SE15 2AR,,,,,,,,,,,,,,,,,,,,,,,,"Hollydale Road, Nunhead, London, SE15 2AR"
1241,31,Langtons Junior Academy,Havering,139406,7 to 11,44,221.0,36.0,Does not apply,False,855,10.4,21.25,False,28.938106796116504,55.0,9.0,106.0,104.0,107.0,105.66666666666667,RM11 3SD,,,,,,,,,,,,,,,,,,,,,,,,"Westland Avenue, Hornchurch, RM11 3SD"
1242,71,St Joseph's Catholic Primary School,Barnet,101337,3 to 11,78,458.0,29.0,Roman Catholic,True,,21.6,21.203703703703702,False,28.901699029126217,68.0,12.0,104.0,105.0,104.0,104.33333333333333,NW4 4TY,,,,,,,,,,,,,,,,,,,,,,,,"Watford Way, Hendon, London, NW4 4TY"
1243,40,Lessness Heath Primary School,Bexley,141866,3 to 11,78,658.0,28.0,Does not apply,False,856,29.3,22.457337883959045,False,28.871359223300967,63.0,12.0,106.0,105.0,102.0,104.33333333333333,DA17 6HB,,,,,,,,,,,,,,,,,,,,,,,,"Erith Road, Belvedere, DA17 6HB"
1244,30,Rabbsfarm Primary School,Hillingdon,102408,4 to 11,71,650.0,45.0,Does not apply,False,857,33.59,19.350997320631137,False,28.743932038834952,58.0,10.0,106.0,105.0,105.0,105.33333333333333,UB7 8AH,,,,,,,,,,,,,,,,,,,,,,,,"Gordon Road, West Drayton, UB7 8AH"
1245,32,Branfil Primary School,Havering,135588,4 to 11,90,554.0,17.0,Does not apply,False,858,22.9,24.19213973799127,False,28.67111650485437,63.0,6.0,106.0,105.0,106.0,105.66666666666667,RM14 2LW,,,,,,,,,,,,,,,,,,,,,,,,"Cedar Avenue, Branfil Primary School, Upminster, RM14 2LW"
1246,31,Whitehall Junior School,Hillingdon,102399,7 to 11,83,405.0,34.0,Does not apply,False,859,21.44,18.88992537313433,False,28.658980582524272,65.0,5.0,105.0,105.0,107.0,105.66666666666667,UB8 2LX,,,,,,,,,,,,,,,,,,,,,,,,"Cowley Road, Uxbridge, UB8 2LX"
1247,33,John Keble CofE Primary School,Brent,101534,3 to 11,45,402.0,27.0,Church of England,True,,16.85,23.857566765578632,False,28.62257281553398,73.0,9.0,105.0,105.0,100.0,103.33333333333333,NW10 4DR,,,,,,,,,,,,,,,,,,,,,,,,"Crownhill Road, London, NW10 4DR"
1248,51,Harry Gosling Primary School,Tower Hamlets,131737,3 to 11,57,416.0,63.0,Does not apply,False,860,22.1,18.823529411764703,False,28.42233009708738,60.0,7.0,106.0,105.0,106.0,105.66666666666667,E1 1NT,,,,,,,,,,,,,,,,,,,,,,,,"Fairclough Street, London, E1 1NT"
1249,26,Gateway Academy,Westminster,140050,3 to 11,77,527.0,51.0,Does not apply,False,861,33.0,15.969696969696969,False,28.300970873786408,62.0,6.0,104.0,105.0,108.0,105.66666666666667,NW8 8LN,,,,,,,,,,,,,,,,,,,,,,,,"Capland Street, London, NW8 8LN"
1250,52,Marion Richardson Primary School,Tower Hamlets,100911,3 to 11,58,469.0,50.0,Does not apply,False,862,23.1,20.3030303030303,False,28.234223300970875,64.0,5.0,105.0,105.0,107.0,105.66666666666667,E1 0QF,,,,,,,,,,,,,,,,,,,,,,,,"Senrab Street, London, E1 0QF"
1251,32,Highfield Primary School,Hillingdon,102407,3 to 11,26,277.0,31.0,Does not apply,False,863,14.8,18.716216216216214,False,28.228155339805827,62.0,8.0,104.0,104.0,108.0,105.33333333333333,UB10 0DB,,,,,,,,,,,,,,,,,,,,,,,,"Charville Lane West, Hillingdon, Uxbridge, UB10 0DB"
1252,47,West Twyford Primary School,Ealing,101875,3 to 11,57,456.0,47.0,Does not apply,False,864,18.94,24.07602956705385,False,28.19781553398058,65.0,9.0,104.0,105.0,106.0,105.0,NW10 7DN,,,,,,,,,,,,,,,,,,,,,,,,"Twyford Abbey Road, Park Royal, London, NW10 7DN"
1253,41,St John and St James CofE Primary School,Enfield,102032,3 to 11,50,249.0,52.0,Church of England,True,,11.74,21.20954003407155,False,28.155339805825243,66.0,10.0,106.0,103.0,105.0,104.66666666666667,N18 2TL,,,,,,,,,,,,,,,,,,,,,,,,"Grove Street, Edmonton, London, N18 2TL"
1254,53,Linton Mead Primary School,Greenwich,100159,3 to 11,51,315.0,51.0,Does not apply,False,865,17.89,17.607602012297374,False,28.131067961165044,63.0,10.0,104.0,105.0,106.0,105.0,SE28 8DT,,,,,,,,,,,,,,,,,,,,,,,,"Central Way, Thamesmead, London, SE28 8DT"
1255,40,Ferry Lane Primary School,Haringey,102127,3 to 11,13,159.0,46.0,Does not apply,False,866,9.4,16.914893617021274,False,28.088592233009706,62.0,8.0,106.0,104.0,106.0,105.33333333333333,N17 9PP,,,,,,,,,,,,,,,,,,,,,,,,"Jarrow Road, Ferry Lane Estate, Tottenham, London, N17 9PP"
1256,34,Anson Primary School,Brent,101495,3 to 11,44,398.0,32.0,Does not apply,False,867,22.9,17.37991266375546,False,28.046116504854368,68.0,9.0,105.0,105.0,104.0,104.66666666666667,NW2 4AB,,,,,,,,,,,,,,,,,,,,,,,,"Anson Road, London, NW2 4AB"
1257,53,Malmesbury Primary School,Tower Hamlets,134160,3 to 11,50,442.0,54.0,Does not apply,False,868,23.45,18.84861407249467,False,28.021844660194173,67.0,6.0,105.0,105.0,106.0,105.33333333333333,E3 2AB,,,,,,,,,,,,,,,,,,,,,,,,"Coborn Street, Bow, London, E3 2AB"
1258,44,Tooting Primary School,Wandsworth,139592,4 to 11,55,397.0,29.0,None,False,869,19.9,19.949748743718594,False,27.99150485436893,56.0,7.0,107.0,105.0,105.0,105.66666666666667,SW17 8HE,,,,,,,,,,,,,,,,,,,,,,,,"Franciscan Road, Tooting, London, SW17 8HE"
