rank,borough_rank,school_name,borough,school_urn,age_range,eligible_pupils,total_pupils,fsm_percent,religious_denomination,is_faith_school,non_faith_rank,fte_all_teachers,pupils_per_teacher,anomalous_low_ptr,composite_score,expected_rwm,higher_rwm,reading_score,maths_score,gps_score,mean_scaled_score,postcode,latitude,longitude,lsoa_code,lsoa_name,terrace_sales_count_2y_0_5mi,terrace_avg_price_2y_0_5mi,terrace_median_price_2y_0_5mi,family_area_rating,area_safety_percentile,imd_lower_deprivation_percentile,imd_rank,imd_decile,imd_score,imd_lsoa_name,imd_local_authority,recent_family_crime_weighted_count_1mi,recent_crime_total_count_1mi,recent_crime_month,catchment_radius_m,catchment_source_year,catchment_source_name,catchment_source_url,catchment_note,full_address
1259,48,Blair Peach Primary School,Ealing,101892,3 to 11,57,391.0,42.0,Does not apply,False,870,18.04,21.674057649667407,False,27.973300970873787,68.0,5.0,105.0,104.0,107.0,105.33333333333333,UB1 1DD,,,,,,,,,,,,,,,,,,,,,,,,"Beaconsfield Road, Southall, UB1 1DD"
1260,24,Hargrave Park Primary School,Islington,100408,0 to 11,38,341.0,68.0,Does not apply,False,871,16.0,21.3125,False,27.785194174757283,61.0,13.0,105.0,104.0,105.0,104.66666666666667,N19 5BS,,,,,,,,,,,,,,,,,,,,,,,,"51 Bredgar Road, Archway, London, N19 5BS"
1261,35,Northview Junior and Infant School,Brent,101508,3 to 11,28,218.0,39.0,Does not apply,False,872,10.6,20.566037735849058,False,27.75485436893204,64.0,14.0,104.0,102.0,106.0,104.0,NW10 1RD,,,,,,,,,,,,,,,,,,,,,,,,"Northview Crescent, London, NW10 1RD"
1262,45,Riversdale Primary School,Wandsworth,101018,3 to 11,45,376.0,29.0,Does not apply,False,873,28.02,13.418986438258386,True,27.742718446601945,62.0,7.0,107.0,104.0,105.0,105.33333333333333,SW18 5JP,,,,,,,,,,,,,,,,,,,,,,,,"302a Merton Road, Wandsworth, London, SW18 5JP"
1263,54,Trinity Church of England Primary School,Bromley,141352,2 to 11,42,341.0,52.0,Church of England,True,,19.4,17.577319587628867,False,27.669902912621357,64.0,0.0,106.0,105.0,107.0,106.0,BR2 8LD,,,,,,,,,,,,,,,,,,,,,,,,"Princes Plain, Bromley, BR2 8LD"
1264,33,Field End Junior School,Hillingdon,148774,7 to 11,88,277.0,24.0,Does not apply,False,874,14.96,18.516042780748663,False,27.62742718446602,59.0,3.0,107.0,105.0,106.0,106.0,HA4 9PQ,,,,,,,,,,,,,,,,,,,,,,,,"Field End Junior School, Field End Road, Ruislip, HA4 9PQ"
1265,54,Our Lady and St Joseph Catholic Primary School,Tower Hamlets,139423,3 to 11,50,414.0,58.0,Roman Catholic,True,,22.6,18.318584070796458,False,27.621359223300974,62.0,10.0,104.0,105.0,106.0,105.0,E14 0DE,,,,,,,,,,,,,,,,,,,,,,,,"Wades Place, Poplar, London, E14 0DE"
1266,53,Howard Primary School,Croydon,101725,4 to 11,55,408.0,36.0,Does not apply,False,875,19.42,21.00926879505664,False,27.591019417475728,71.0,11.0,104.0,104.0,104.0,104.0,CR0 1DT,,,,,,,,,,,,,,,,,,,,,,,,"Dering Place, Croydon, CR0 1DT"
1267,42,Marvels Lane Primary School,Lewisham,100696,3 to 11,50,404.0,48.0,Does not apply,False,876,17.7,22.82485875706215,False,27.566747572815537,70.0,2.0,105.0,106.0,105.0,105.33333333333333,SE12 9RA,,,,,,,,,,,,,,,,,,,,,,,,"Riddons Road, Grove Park, 100696 Marvels Lane Primary School, Riddons Road, , London, SE12 9RA"
1268,28,Becontree Primary School,Barking and Dagenham,101231,3 to 11,62,465.0,31.0,Does not apply,False,877,22.5,20.666666666666668,False,27.40291262135922,53.0,8.0,105.0,105.0,107.0,105.66666666666667,RM8 2QR,,,,,,,,,,,,,,,,,,,,,,,,"Stevens Road, Dagenham, RM8 2QR"
1269,34,Colham Manor Primary School,Hillingdon,102373,2 to 11,76,624.0,37.0,Does not apply,False,878,30.26,20.621282220753468,False,27.378640776699026,61.0,8.0,105.0,104.0,107.0,105.33333333333333,UB8 3PT,,,,,,,,,,,,,,,,,,,,,,,,"Violet Avenue, Hillingdon, Uxbridge, UB8 3PT"
1270,33,Whybridge Junior School,Havering,144596,7 to 11,90,359.0,22.0,Does not apply,False,879,17.2,20.872093023255815,False,27.275485436893206,69.0,8.0,104.0,104.0,106.0,104.66666666666667,RM13 7AH,,,,,,,,,,,,,,,,,,,,,,,,"Blacksmith's Lane, Rainham, RM13 7AH"
1271,31,Ark Bentworth Primary Academy,Hammersmith and Fulham,138680,3 to 11,26,169.0,50.0,Does not apply,False,880,11.0,15.363636363636363,False,27.275485436893206,77.0,4.0,105.0,105.0,102.0,104.0,W12 7AJ,,,,,,,,,,,,,,,,,,,,,,,,"Bentworth Road, Westway, London, W12 7AJ"
1272,41,Haberdashers' Crayford Primary,Bexley,147358,3 to 11,31,243.0,23.0,Unknown,False,881,11.2,21.696428571428573,False,27.251213592233007,68.0,10.0,106.0,104.0,102.0,104.0,DA1 4RS,,,,,,,,,,,,,,,,,,,,,,,,"Iron Mill Lane, Crayford, Dartford, DA1 4RS"
1273,36,St Mary Magdalen's Catholic Junior School,Brent,101542,7 to 11,60,241.0,33.0,Roman Catholic,True,,14.09,17.10432931156849,False,27.233009708737864,61.0,2.0,106.0,104.0,108.0,106.0,NW2 5BB,,,,,,,,,,,,,,,,,,,,,,,,"Linacre Road, Willesden Green, London, NW2 5BB"
1274,35,Brookside Primary School,Hillingdon,139117,3 to 11,48,359.0,56.0,Does not apply,False,882,18.0,19.944444444444443,False,27.226941747572813,60.0,15.0,104.0,104.0,105.0,104.33333333333333,UB4 9LW,,,,,,,,,,,,,,,,,,,,,,,,"Perth Avenue, Hayes, UB4 9LW"
1275,31,Grange Primary School,Harrow,102202,3 to 11,51,446.0,35.0,Does not apply,False,883,22.06,20.217588395285585,False,27.214805825242717,65.0,8.0,105.0,105.0,105.0,105.0,HA2 0RY,,,,,,,,,,,,,,,,,,,,,,,,"Welbeck Road, South Harrow, Harrow, HA2 0RY"
1276,40,St Mary's Roman Catholic Primary School,Lambeth,100636,3 to 11,37,291.0,35.0,Roman Catholic,True,,13.6,21.397058823529413,False,27.17233009708738,59.0,3.0,106.0,104.0,108.0,106.0,SW4 9QJ,,,,,,,,,,,,,,,,,,,,,,,,"Crescent Lane, Clapham, London, SW4 9QJ"
1277,45,Mayville Academy,Waltham Forest,142713,3 to 11,37,311.0,35.0,Does not apply,False,884,16.6,18.73493975903614,False,27.16626213592233,73.0,8.0,103.0,105.0,104.0,104.0,E11 4PZ,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln Street, London, E11 4PZ"
1278,54,New Valley Primary School,Croydon,141118,4 to 11,25,194.0,52.0,Does not apply,False,885,11.0,17.636363636363637,False,27.09344660194175,56.0,0.0,105.0,106.0,108.0,106.33333333333333,CR8 4AZ,,,,,,,,,,,,,,,,,,,,,,,,"New Valley Primary School, Purley, Old Lodge Lane, CR8 4AZ"
1279,42,Fleecefield Primary School,Enfield,146935,4 to 11,38,328.0,50.0,Does not apply,False,886,17.32,18.937644341801384,False,27.081310679611654,63.0,13.0,105.0,104.0,104.0,104.33333333333333,N18 2ES,,,,,,,,,,,,,,,,,,,,,,,,"Brettenham Road, London, N18 2ES"
1280,55,Forest Academy,Croydon,140113,3 to 11,30,190.0,70.0,Does not apply,False,887,8.8,21.59090909090909,False,27.020631067961165,73.0,7.0,105.0,103.0,105.0,104.33333333333333,CR0 8HQ,,,,,,,,,,,,,,,,,,,,,,,,"Bridle Road, Shirley, Croydon, CR0 8HQ"
1281,49,Oldfield Primary School,Ealing,101869,3 to 11,47,311.0,43.0,Does not apply,False,888,14.2,21.901408450704228,False,27.014563106796118,62.0,11.0,104.0,103.0,107.0,104.66666666666667,UB6 8PR,,,,,,,,,,,,,,,,,,,,,,,,"Oldfield Lane North, Greenford, UB6 8PR"
1282,36,Oak Farm Primary School,Hillingdon,102430,3 to 11,74,585.0,14.0,None,False,889,24.31,24.064171122994654,False,26.966019417475728,55.0,7.0,105.0,106.0,106.0,105.66666666666667,UB10 9PD,,,,,,,,,,,,,,,,,,,,,,,,"Windsor Avenue, Hillingdon, Uxbridge, UB10 9PD"
1283,43,Worcesters Primary School,Enfield,145985,3 to 11,78,635.0,56.0,Does not apply,False,890,30.4,20.888157894736842,False,26.91747572815534,64.0,12.0,104.0,105.0,104.0,104.33333333333333,EN1 4UF,,,,,,,,,,,,,,,,,,,,,,,,"Goat Lane, Enfield, EN1 4UF"
1284,72,St Paul's CofE Primary School N11,Barnet,101325,3 to 11,30,216.0,33.0,Church of England,True,,9.51,22.71293375394322,False,26.875,63.0,3.0,106.0,106.0,105.0,105.66666666666667,N11 1NQ,,,,,,,,,,,,,,,,,,,,,,,,"The Avenue, Friern Barnet, London, N11 1NQ"
1285,38,Heathfield Junior School,Richmond upon Thames,102890,7 to 11,113,410.0,41.0,Does not apply,False,891,26.93,15.224656516895655,False,26.844660194174757,68.0,5.0,106.0,105.0,104.0,105.0,TW2 6EN,,,,,,,,,,,,,,,,,,,,,,,,"Cobbett Road, Twickenham, TW2 6EN"
1286,57,Gallions Primary School,Newham,145368,3 to 11,61,460.0,61.0,Does not apply,False,892,23.05,19.95661605206074,False,26.796116504854368,67.0,7.0,105.0,106.0,103.0,104.66666666666667,E6 6WG,,,,,,,,,,,,,,,,,,,,,,,,"Warwall, Beckton, London, E6 6WG"
1287,34,Hilldene Primary School,Havering,102325,3 to 11,90,663.0,34.0,Does not apply,False,893,29.32,22.612551159618008,False,26.79004854368932,61.0,12.0,105.0,104.0,105.0,104.66666666666667,RM3 7DU,,,,,,,,,,,,,,,,,,,,,,,,"Grange Road, Romford, RM3 7DU"
1288,37,Hillside Junior School,Hillingdon,102435,7 to 11,59,221.0,19.0,None,False,894,12.5,17.68,False,26.78398058252427,67.0,9.0,105.0,104.0,105.0,104.66666666666667,HA6 1RX,,,,,,,,,,,,,,,,,,,,,,,,"Northwood Way, Northwood, HA6 1RX"
1289,27,St Peter's CofE School,Westminster,101139,5 to 11,29,197.0,52.0,Church of England,True,,8.4,23.452380952380953,False,26.63228155339806,62.0,7.0,105.0,105.0,106.0,105.33333333333333,W9 2AN,,,,,,,,,,,,,,,,,,,,,,,,"Chippenham Mews, Paddington, London, W9 2AN"
1290,37,Merton Abbey Primary School,Merton,102638,3 to 11,18,210.0,50.0,Does not apply,False,895,11.6,18.10344827586207,False,26.63228155339806,67.0,0.0,105.0,104.0,108.0,105.66666666666667,SW19 2JY,,,,,,,,,,,,,,,,,,,,,,,,"High Path, Merton, London, SW19 2JY"
1291,54,Greenslade Primary School,Greenwich,100162,4 to 11,28,201.0,36.0,Does not apply,False,896,10.1,19.900990099009903,False,26.583737864077673,75.0,4.0,106.0,103.0,104.0,104.33333333333333,SE18 2QQ,,,,,,,,,,,,,,,,,,,,,,,,"Erindale, Plumstead Common, London, SE18 2QQ"
1292,38,Ryefield Primary School,Hillingdon,141718,3 to 11,59,416.0,31.0,Does not apply,False,897,18.77,22.163026105487482,False,26.450242718446603,58.0,8.0,105.0,105.0,106.0,105.33333333333333,UB10 9DE,,,,,,,,,,,,,,,,,,,,,,,,"Ryefield Avenue, Hillingdon, Uxbridge, UB10 9DE"
1293,50,Hobbayne Primary School,Ealing,101888,3 to 11,60,347.0,33.0,Does not apply,False,898,14.75,23.52542372881356,False,26.438106796116507,57.0,8.0,106.0,104.0,106.0,105.33333333333333,W7 1HA,,,,,,,,,,,,,,,,,,,,,,,,"Greenford Avenue, Hanwell, London, W7 1HA"
1294,55,Montbelle Primary School,Greenwich,100149,3 to 11,60,400.0,27.0,Does not apply,False,899,21.49,18.613308515588646,False,26.328883495145632,65.0,13.0,104.0,105.0,102.0,103.66666666666667,SE9 3EY,,,,,,,,,,,,,,,,,,,,,,,,"Milverton Way, Eltham, London, SE9 3EY"
1295,42,Christ Church (Erith) CofE Primary School,Bexley,139212,4 to 11,84,544.0,20.0,Church of England,True,,24.0,22.666666666666668,False,26.29247572815534,64.0,12.0,104.0,104.0,105.0,104.33333333333333,DA8 3DG,,,,,,,,,,,,,,,,,,,,,,,,"Lesney Park Road, Erith, DA8 3DG"
1296,35,St Edward's Church of England Voluntary Aided Primary School,Havering,102328,2 to 11,78,662.0,22.0,Church of England,True,,34.11,19.40779829961888,False,26.286407766990294,58.0,10.0,104.0,105.0,106.0,105.0,RM1 4BT,,,,,,,,,,,,,,,,,,,,,,,,"Havering Drive, Romford, RM1 4BT"
1297,56,Ark Oval Primary Academy,Croydon,137114,4 to 11,85,601.0,44.0,None,False,900,27.8,21.61870503597122,False,26.274271844660195,66.0,4.0,106.0,104.0,106.0,105.33333333333333,CR0 6BA,,,,,,,,,,,,,,,,,,,,,,,,"98 Cherry Orchard Road, Croydon, CR0 6BA"
1298,36,Elm Park Primary School,Havering,102272,4 to 11,60,416.0,22.0,Does not apply,False,901,23.2,17.931034482758623,False,26.225728155339805,52.0,8.0,104.0,107.0,105.0,105.33333333333333,RM12 5UA,,,,,,,,,,,,,,,,,,,,,,,,"South End Road, Elm Park, Hornchurch, RM12 5UA"
1299,37,St Andrew and St Francis CofE Primary School,Brent,141672,3 to 11,50,438.0,52.0,Church of England,True,,15.0,29.2,False,26.06796116504854,72.0,10.0,104.0,104.0,103.0,103.66666666666667,NW2 5PE,,,,,,,,,,,,,,,,,,,,,,,,"Belton Road, Brent, London, NW2 5PE"
1300,43,Fairford Academy Barnehurst,Bexley,141889,3 to 11,79,528.0,41.0,Does not apply,False,902,23.52,22.448979591836736,False,26.06796116504854,56.0,8.0,104.0,105.0,107.0,105.33333333333333,DA7 6QP,,,,,,,,,,,,,,,,,,,,,,,,"Fairford Avenue, Barnehurst, Bexleyheath, DA7 6QP"
1301,57,Whitehorse Manor Junior School,Croydon,136565,7 to 11,112,454.0,49.0,Does not apply,False,903,16.4,27.682926829268297,False,26.019417475728158,69.0,4.0,106.0,104.0,105.0,105.0,CR7 8SB,,,,,,,,,,,,,,,,,,,,,,,,"Whitehorse Road, Thornton Heath, CR7 8SB"
1302,58,Woodside Primary School,Croydon,143178,2 to 11,56,472.0,43.0,Does not apply,False,904,21.4,22.05607476635514,False,25.928398058252426,77.0,5.0,104.0,104.0,104.0,104.0,CR0 6NF,,,,,,,,,,,,,,,,,,,,,,,,"Morland Road, Croydon, CR0 6NF"
1303,39,Yeading Junior School,Hillingdon,102403,7 to 11,108,443.0,41.0,Does not apply,False,905,22.6,19.601769911504423,False,25.873786407766993,65.0,12.0,105.0,104.0,103.0,104.0,UB4 0NR,,,,,,,,,,,,,,,,,,,,,,,,"Carlyon Road, Hayes, UB4 0NR"
1304,38,Malorees Junior School,Brent,101554,7 to 11,57,219.0,35.0,None,False,906,10.75,20.372093023255815,False,25.861650485436893,65.0,9.0,105.0,104.0,105.0,104.66666666666667,NW6 7PB,,,,,,,,,,,,,,,,,,,,,,,,"Christchurch Avenue, London, NW6 7PB"
1305,73,Tudor Primary School,Barnet,101299,3 to 11,28,196.0,36.0,Does not apply,False,907,10.8,18.148148148148145,False,25.8373786407767,64.0,0.0,106.0,107.0,103.0,105.33333333333333,N3 2AG,,,,,,,,,,,,,,,,,,,,,,,,"Queen's Road, Finchley, London, N3 2AG"
1306,44,Orchard Primary School,Bexley,134185,3 to 11,30,211.0,13.0,Does not apply,False,908,10.6,19.90566037735849,False,25.691747572815533,60.0,10.0,106.0,105.0,102.0,104.33333333333333,DA14 6LW,,,,,,,,,,,,,,,,,,,,,,,,"Oxford Road, Sidcup, DA14 6LW"
1307,39,Hounslow Town Primary School,Hounslow,102491,3 to 11,128,1102.0,27.0,Does not apply,False,909,45.21,24.375138243751383,False,25.606796116504853,50.0,9.0,105.0,104.0,107.0,105.33333333333333,TW3 1QZ,,,,,,,,,,,,,,,,,,,,,,,,"School Road, Hounslow, TW3 1QZ"
1308,32,The Welldon Park Academy,Harrow,146782,3 to 11,55,423.0,27.0,Does not apply,False,910,22.1,19.14027149321267,False,25.606796116504853,69.0,5.0,104.0,106.0,104.0,104.66666666666667,HA2 8LS,,,,,,,,,,,,,,,,,,,,,,,,"Wyvenhoe Road, Harrow, HA2 8LS"
1309,39,Our Lady of Lourdes Catholic Primary School,Brent,101545,2 to 11,23,227.0,43.0,Roman Catholic,True,,9.0,25.22222222222222,False,25.58859223300971,68.0,0.0,108.0,103.0,104.0,105.0,NW10 8PP,,,,,,,,,,,,,,,,,,,,,,,,"Wesley Road     Hillside, Harlesden, London, NW10 8PP"
1310,47,Grange Primary School,Southwark,100791,3 to 11,46,292.0,63.0,Does not apply,False,911,17.71,16.487859966120833,False,25.582524271844658,67.0,2.0,106.0,105.0,105.0,105.33333333333333,SE1 4RP,,,,,,,,,,,,,,,,,,,,,,,,"Webb Street, London, SE1 4RP"
1311,55,Olga Primary School,Tower Hamlets,100916,3 to 11,61,537.0,48.0,Does not apply,False,912,29.3,18.32764505119454,False,25.503640776699026,62.0,7.0,106.0,105.0,104.0,105.0,E3 5DN,,,,,,,,,,,,,,,,,,,,,,,,"Lanfranc Road, Bow, London, E3 5DN"
1312,55,St Anthony's Catholic Primary School,Bromley,144549,2 to 11,14,176.0,36.0,Catholic,True,,7.4,23.783783783783782,False,25.442961165048544,57.0,0.0,105.0,107.0,106.0,106.0,SE20 8ES,,,,,,,,,,,,,,,,,,,,,,,,"Genoa Road, Anerley, London, SE20 8ES"
1313,41,Earlsmead Primary School,Haringey,102091,3 to 11,57,479.0,51.0,Does not apply,False,913,17.7,27.062146892655367,False,25.4368932038835,74.0,7.0,104.0,105.0,101.0,103.33333333333333,N15 4PW,,,,,,,,,,,,,,,,,,,,,,,,"Broad Lane, Tottenham, London, N15 4PW"
1314,40,Preston Park Primary School,Brent,101510,2 to 11,63,608.0,24.0,Does not apply,False,914,36.6,16.612021857923498,False,25.40655339805825,57.0,16.0,104.0,104.0,104.0,104.0,HA9 8RJ,,,,,,,,,,,,,,,,,,,,,,,,"College Road, Preston Park Primary School, Wembley, HA9 8RJ"
1315,56,St Thomas More Catholic Primary School,Greenwich,100176,4 to 11,29,198.0,34.0,Roman Catholic,True,,,,False,25.382281553398055,69.0,7.0,106.0,103.0,104.0,104.33333333333333,SE9 6NS,,,,,,,,,,,,,,,,,,,,,,,,"Appleton Road, Eltham, London, SE9 6NS"
1316,25,St Luke's CofE Primary School,Islington,100443,3 to 11,29,208.0,59.0,Church of England,True,,10.26,20.2729044834308,False,25.327669902912618,59.0,3.0,106.0,106.0,105.0,105.66666666666667,EC1V 3SJ,,,,,,,,,,,,,,,,,,,,,,,,"Radnor Street, London, EC1V 3SJ"
1317,59,Christ Church CofE Primary School (Purley),Croydon,101793,4 to 11,60,403.0,20.0,Church of England,True,,16.93,23.803898405197874,False,25.303398058252423,62.0,2.0,105.0,106.0,106.0,105.66666666666667,CR8 2QE,,,,,,,,,,,,,,,,,,,,,,,,"Montpelier Road, Purley, CR8 2QE"
1318,41,Harlesden Primary School,Brent,101499,3 to 11,29,297.0,38.0,Does not apply,False,915,11.0,27.0,False,25.28519417475728,62.0,10.0,105.0,104.0,105.0,104.66666666666667,NW10 8UT,,,,,,,,,,,,,,,,,,,,,,,,"Acton Lane, London, NW10 8UT"
1319,28,St Barnabas' CofE Primary School,Westminster,101126,3 to 11,11,118.0,45.0,Church of England,True,,10.5,11.238095238095237,True,25.24271844660194,40.0,10.0,104.0,107.0,104.0,105.0,SW1W 8PF,,,,,,,,,,,,,,,,,,,,,,,,"St Barnabas Street, Pimlico, London, SW1W 8PF"
1320,30,Rushy Meadow Primary Academy,Sutton,144544,3 to 11,28,364.0,57.0,Does not apply,False,916,18.7,19.46524064171123,False,25.169902912621357,61.0,7.0,105.0,106.0,104.0,105.0,SM5 2SG,,,,,,,,,,,,,,,,,,,,,,,,"Rushy Meadow Lane, Fellowes Road, Carshalton, SM5 2SG"
1321,23,St Joseph's Catholic Primary School,Kingston upon Thames,102596,3 to 11,30,237.0,37.0,Roman Catholic,True,,10.6,22.358490566037737,False,25.084951456310677,63.0,7.0,105.0,105.0,105.0,105.0,KT1 2UP,,,,,,,,,,,,,,,,,,,,,,,,"The Fairfield, Kingston upon Thames, KT1 2UP"
1322,58,Britannia Village Primary School,Newham,144527,3 to 11,59,441.0,54.0,Does not apply,False,917,28.3,15.58303886925795,False,24.896844660194176,63.0,12.0,105.0,104.0,103.0,104.0,E16 2AW,,,,,,,,,,,,,,,,,,,,,,,,"Westwood Road, West Silvertown, London, E16 2AW"
1323,44,St James CofE Primary School,Enfield,102033,4 to 11,24,173.0,54.0,Church of England,True,,9.29,18.6221743810549,False,24.884708737864077,63.0,4.0,106.0,104.0,106.0,105.33333333333333,EN3 7HH,,,,,,,,,,,,,,,,,,,,,,,,"Frederick Crescent, Enfield, EN3 7HH"
1324,37,The James Oglethorpe Primary School,Havering,102268,4 to 11,49,396.0,14.0,Does not apply,False,918,17.08,23.185011709601877,False,24.83009708737864,67.0,12.0,104.0,104.0,103.0,103.66666666666667,RM14 3NB,,,,,,,,,,,,,,,,,,,,,,,,"Ashvale Gardens, Upminster, RM14 3NB"
1325,41,St Mark's Church of England Primary School,Lambeth,100619,3 to 11,25,207.0,56.0,Church of England,True,,10.0,20.7,False,24.824029126213592,64.0,8.0,104.0,105.0,105.0,104.66666666666667,SE11 5SL,,,,,,,,,,,,,,,,,,,,,,,,"Harleyford Road, Kennington, London, SE11 5SL"
1326,43,John Stainer Community Primary School,Lewisham,100689,3 to 11,59,421.0,34.0,Does not apply,False,919,14.4,29.23611111111111,False,24.824029126213592,61.0,5.0,106.0,104.0,106.0,105.33333333333333,SE4 2DY,,,,,,,,,,,,,,,,,,,,,,,,"Mantle Road, Brockley, London, SE4 2DY"
1327,48,Bird In Bush School,Southwark,100780,3 to 11,70,428.0,59.0,Does not apply,False,920,21.0,20.38095238095238,False,24.726941747572816,67.0,4.0,106.0,104.0,105.0,105.0,SE15 1QP,,,,,,,,,,,,,,,,,,,,,,,,"Bird-in-Bush School, Bird-in-Bush Road, Peckham, SE15 1QP"
1328,42,Bruce Grove Primary School,Haringey,131731,2 to 11,26,312.0,35.0,Does not apply,False,921,12.8,24.375,False,24.726941747572816,62.0,4.0,104.0,106.0,106.0,105.33333333333333,N17 6UH,,,,,,,,,,,,,,,,,,,,,,,,"Sperling Road, Tottenham, London, N17 6UH"
1329,40,Grange Park School,Hillingdon,102432,3 to 11,106,373.0,25.0,None,False,922,17.9,20.837988826815643,False,24.660194174757283,54.0,0.0,104.0,106.0,108.0,106.0,UB4 8SF,,,,,,,,,,,,,,,,,,,,,,,,"Lansbury Drive, Hayes, UB4 8SF"
1330,24,Kensington Primary Academy,Kensington and Chelsea,140213,3 to 11,26,232.0,69.0,None,False,923,11.0,21.09090909090909,False,24.599514563106794,65.0,15.0,103.0,104.0,102.0,103.0,W14 8PU,,,,,,,,,,,,,,,,,,,,,,,,"205 Warwick Road, (On the Corner of Kensington High Street), London, W14 8PU"
1331,46,ARK John Archer Primary Academy,Wandsworth,146214,3 to 11,27,202.0,59.0,Does not apply,False,924,8.51,23.73678025851939,False,24.550970873786408,67.0,15.0,104.0,103.0,100.0,102.33333333333333,SW11 2AA,,,,,,,,,,,,,,,,,,,,,,,,"Plough Road, Battersea, London, SW11 2AA"
1332,42,Crown Lane Primary School,Lambeth,100593,3 to 11,31,253.0,48.0,Does not apply,False,925,9.4,26.914893617021274,False,24.54490291262136,68.0,3.0,106.0,104.0,105.0,105.0,SW16 3HX,,,,,,,,,,,,,,,,,,,,,,,,"Crown Lane, Streatham, London, SW16 3HX"
1333,24,Knollmead Primary School,Kingston upon Thames,140667,3 to 11,31,239.0,32.0,Does not apply,False,926,13.9,17.194244604316545,False,24.478155339805827,52.0,16.0,104.0,105.0,102.0,103.66666666666667,KT5 9QP,,,,,,,,,,,,,,,,,,,,,,,,"Knollmead, Tolworth, Surbiton, KT5 9QP"
1334,51,St John Fisher Catholic Primary School,Ealing,101921,3 to 11,49,391.0,31.0,Roman Catholic,True,,17.0,23.0,False,24.344660194174757,53.0,4.0,104.0,106.0,107.0,105.66666666666667,UB6 7AF,,,,,,,,,,,,,,,,,,,,,,,,"Sarsfield Road, Perivale, Greenford, UB6 7AF"
1335,42,Brentfield Primary School,Brent,101496,3 to 11,50,433.0,54.0,Does not apply,False,927,18.61,23.267060720042988,False,24.277912621359224,58.0,6.0,105.0,105.0,106.0,105.33333333333333,NW10 0SL,,,,,,,,,,,,,,,,,,,,,,,,"41-43 Meadow Garth, London, NW10 0SL"
1336,26,Sacred Heart Catholic Primary School,Islington,100437,3 to 11,59,454.0,54.0,Roman Catholic,True,,19.9,22.814070351758797,False,24.271844660194176,63.0,8.0,104.0,105.0,105.0,104.66666666666667,N7 8JN,,,,,,,,,,,,,,,,,,,,,,,,"68 Georges Road, Holloway, London, N7 8JN"
1337,56,Cubitt Town Primary School,Tower Hamlets,100898,3 to 11,83,694.0,63.0,Does not apply,False,928,37.1,18.70619946091644,False,24.174757281553397,63.0,10.0,105.0,104.0,104.0,104.33333333333333,E14 3NE,,,,,,,,,,,,,,,,,,,,,,,,"Manchester Road, Isle of Dogs, Cubitt Town Primary School, Manchester Road, London, E14 3NE"
1338,56,Harris Primary Academy Kent House,Bromley,139678,3 to 11,54,410.0,37.0,Does not apply,False,929,12.0,34.166666666666664,False,24.059466019417474,72.0,6.0,105.0,104.0,103.0,104.0,SE20 7QR,,,,,,,,,,,,,,,,,,,,,,,,"High Street, Penge, London, SE20 7QR"
1339,57,Seven Mills Primary School,Tower Hamlets,100931,3 to 11,29,228.0,69.0,Does not apply,False,930,12.6,18.095238095238095,False,24.05339805825243,55.0,14.0,105.0,104.0,103.0,104.0,E14 8LY,,,,,,,,,,,,,,,,,,,,,,,,"Malabar Street, Isle of Dogs, London, E14 8LY"
1340,43,Elm Wood School,Lambeth,100597,3 to 11,45,366.0,49.0,Does not apply,False,931,16.76,21.837708830548923,False,24.04733009708738,64.0,2.0,106.0,104.0,106.0,105.33333333333333,SE27 9RR,,,,,,,,,,,,,,,,,,,,,,,,"Carnac Street, West Norwood, London, SE27 9RR"
1341,44,Vauxhall Primary School,Lambeth,100588,3 to 11,25,191.0,72.0,Does not apply,False,932,10.54,18.121442125237195,False,23.859223300970875,64.0,4.0,106.0,103.0,106.0,105.0,SE11 5LG,,,,,,,,,,,,,,,,,,,,,,,,"Vauxhall Street, London, SE11 5LG"
1342,45,Castilion Primary School,Bexley,146892,3 to 11,36,220.0,28.0,Does not apply,False,933,12.6,17.460317460317462,False,23.841019417475728,53.0,0.0,105.0,105.0,108.0,106.0,SE28 8QA,,,,,,,,,,,,,,,,,,,,,,,,"Copperfield Road, Thamesmead, London, SE28 8QA"
1343,38,Liberty Primary,Merton,102656,3 to 11,50,442.0,44.0,Does not apply,False,934,24.5,18.040816326530614,False,23.74393203883495,64.0,2.0,105.0,104.0,107.0,105.33333333333333,CR4 3EB,,,,,,,,,,,,,,,,,,,,,,,,"Western Road, Mitcham, CR4 3EB"
